    MJD       PKS-TID  GPS-PKS  NSITE  Date and comments

 49846.00       1.937             7    090595
 49865.00       3.281             7    280595
 49866.00       3.332             7    290595
 49867.00       3.383             7    300595
 49868.00       3.596             7    310595
 49869.00       3.919             7    010695
 49870.00       3.976             7    020695
 49871.00       4.021             7    030695
 49878.00       4.372             7    100695
 49879.00       4.424             7    110695
 49880.00       4.453             7    120695
 49881.00       4.487             7    130695
 49882.00       4.517             7    140695
 49883.00       4.547             7    150695
 49884.00       4.577             7    160695
 49885.00       4.610             7    170695
 49886.00       4.641             7    180695
 49887.00       4.678             7    190695
 49888.00       4.710             7    200695
 49889.00       4.764             7    210695
 49890.00       5.025             7    220695
 49891.00       5.070             7    230695
 49892.00       5.123             7    240695
 49909.00       2.597             7    110795
 49910.00       2.767             7    120795
 49911.00       2.954             7    130795
 49912.00       3.098             7    140795
 49913.00       3.198             7    150795
 49914.00       3.329             7    160795
 49915.00       3.466             7    170795
 49916.00       3.562             7    180795
 49917.00       3.706             7    190795
 49918.00       3.839             7    200795
 49919.00       3.931             7    210795
 49920.00       4.024             7    220795
 49921.00       4.137             7    230795
 49922.00       4.272             7    240795
 49923.00       4.422             7    250795
 49924.00       4.572             7    260795
 49934.00      -2.293             7    050895
 49935.00      -2.341             7    060895
 49936.00      -2.364             7    070895
 49937.00      -2.382             7    080895
 49938.00      -2.409             7    090895
 49939.00      -2.423             7    100895
 49940.00      -2.437             7    110895
 49952.00      -2.402             7    230895
 49953.00      -2.470             7    240895
 49954.00      -2.531             7    250895
 49955.00      -2.605             7    260895
 49956.00      -2.692             7    270895
 49957.00      -2.760             7    280895
 49958.00      -2.843             7    290895
 49959.00      -2.929             7    290895
 49958.00      -2.830             7    290895
 49977.00       1.119             7    170995
 49978.00       1.183             7    180995
 49979.00       1.243             7    190995
 49980.00       1.299             7    200995
 49981.00       1.363             7    210995
 49982.00       1.460             7    220995
 49983.00       1.555             7    230995
 49984.00       1.689             7    240995
 49985.00       1.849             7    250995
 49986.00       2.022             7    260995
 49987.00       2.209             7    270995
 49988.00       2.362             7    280995
 49989.00       2.471             7    290995
 49990.00       2.506             7    300995
 49991.00       2.563             7    011095
 49992.00       2.658             7    021095
 49993.00       2.740             7    031095
 49994.00       2.809             7    041095
 49995.00       2.867             7    041095
 50014.00       2.747             7    241095
 50015.00       2.718             7    251095
 50016.00       2.697             7    261095
 50017.00       2.728             7    271095
 50018.00       2.767             7    281095
 50019.00       2.753             7    291095
 50020.00       2.645             7    301095
 50021.00       2.536             7    311095
 50022.00       2.457             7    011195
 50023.00       2.474             7    021195
 50024.00       2.528             7    031195
 50025.00       2.482             7    041195
 50026.00       2.423             7    051195
 50027.00       2.395             7    061195
 50113.00       2.697             7    310196
 50114.00       2.721             7    010296
 50115.00       2.732             7    020296
 50116.00       2.732             7    030296
 50117.00       2.745             7    040296
 50118.00       2.759             7    050296
 50141.00       3.921             7    280296
 50142.00       3.929             7    290296
 50143.00       3.954             7    010396
 50144.00       3.974             7    020396
 50145.00       4.000             7    030396
 50146.00       4.048             7    040396
 50190.00       0.876             7    170496
 50191.00       0.888             7    180496
 50192.00       0.899             7    190496
 50193.00       0.898             7    200496
 50194.00       0.900             7    210496
 50195.00       0.916             7    220496
 50196.00       0.954             7    230496
 50197.00       0.994             7    240496
 50198.00       1.023             7    250496
 50199.00       1.049             7    260496
 50200.00       1.101             7    270496
 50201.00       1.136             7    280496
 50202.00       1.175             7    290496
 50203.00       1.225             7    300496
 50204.00       1.274             7    010596
 50205.00       1.299             7    020596
 50206.00       1.162             7    030596
 50207.00       1.361             7    040596
