499.13185783733035805 31.091388725834324447 13.492624762406448369 -0.0016128134214535194864
498.30038608521147125 38.913242219584901704 16.883310683162182642 -0.0016164414686641766228
497.32255326605042001 46.723665041019600608 20.2690542974251251 -0.0016195282680285469096
496.1983534823485229 54.520367978075022108 23.648879931664371412 -0.0016220683189810112569
494.92781178704643708 62.301027214767842111 27.021796845981612023 -0.0016240587527914167147
493.51099161793143821 70.063279335813888338 30.386796142123031927 -0.0016255000192686196777
491.94800661793954077 77.804716442325471348 33.742847357687473675 -0.0016263965999532828052
490.2390367896576322 85.522886542036715696 37.088897032714307045 -0.00162675756527941545
488.3843484152789074 93.215297772577187629 40.423868869591125019 -0.0016265966357068442714
486.38431283477711986 100.8794331336503376 43.746668839892919323 -0.0016259314844191397314
484.23941858427815532 108.51277285542087725 47.056194523307759425 -0.0016247821835121364388
481.95027178869361251 116.11282044471491304 50.351347274793909037 -0.0016231690396676867142
479.51758367229393798 123.6771261584442243 53.631044362381508961 -0.0016211104338516254576
476.94214984355056686 131.20330016720268418 56.894227151913447926 -0.0016186211827712419266
474.224826520250474 138.68901806995179982 60.139865817085691901 -0.0016157117670860612641
471.36651048872869296 146.13201687757634772 63.366959307385705813 -0.0016123883426467399468
468.3681252637951502 153.53008617495473231 66.574532503895028412 -0.0016086532424607513821
465.23061356907595609 160.8810574668258937 69.761631998990424108 -0.0016045056895398529442
461.95493235046183145 168.18279883328776236 72.927323808937913441 -0.0015999424764517765005
458.5420527900321872 175.43320536114870833 76.070689079873176297 -0.0015949585285920161309
454.99295904637256172 182.63019671177647751 79.190822838383311932 -0.0015895473258627659894
451.30864982162427168 189.77171034822595175 82.286830869754638229 -0.0015837012101537553677
447.49013706336040741 196.85570119893824881 85.357829407498840624 -0.0015774116246364490359
443.53844685878016207 203.8801368937471068 88.402942908105202946 -0.0015706693241822964734
439.45461897864061029 210.84299581759873377 91.421303026068670761 -0.0015634645897378081532
435.23970888862339734 217.74226139135811309 94.412045908425412222 -0.0015557874634506481826
430.89478726665703334 224.57592154229325843 97.37431168015490357 -0.001547628007105152732
426.420942720487119 231.3419637869938299 100.30724196628499101 -0.0015389765826547368004
421.81928394655398051 238.03837248035134166 103.20997829658335831 -0.0015298241486567040748
417.09094214006637458 244.66312656942491799 106.08166067645109365 -0.001520162574775236336
412.2370762133845119 251.21419433910460839 108.92142479360359175 -0.0015099849936113991268
407.25887534328137463 257.68953311033254749 111.7284012846024126 -0.0014992862097571847766
402.15756557327199516 264.08708505573645198 114.50171318481406502 -0.0014880632097164438361
